dataset,#trainingRelease,%training,%defectiveInTraining,%defectiveInTesting,classifier,balancing,featureSelection,TP,FP,TN,FN,precision,recall,ROC_Area,kappa
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,naiveBayes,noSampling,bestFirst,0.0,0.0,372.0,20.0,NaN,0.9489795918367347,0.5834677419354839,0.0
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,naiveBayes,noSampling,bestFirst,0.0,0.0,199.0,16.0,NaN,0.9255813953488372,0.9987437185929648,0.0
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,naiveBayes,noSampling,bestFirst,0.0,0.0,413.0,9.0,NaN,0.9786729857819905,0.18011837503362926,0.0
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,naiveBayes,noSampling,bestFirst,0.0,0.0,424.0,15.0,NaN,0.9658314350797267,0.7376249982091946,0.0
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,naiveBayes,noSampling,bestFirst,0.0,0.0,202.0,277.0,NaN,0.42171189979123175,0.4161630904240383,0.0
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,naiveBayes,noSampling,bestFirst,249.0,126.0,79.0,38.0,0.6686723646723647,0.6666666666666666,0.6264808362369338,0.2694877505567928
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,naiveBayes,noSampling,bestFirst,239.0,120.0,146.0,29.0,0.7496963058015921,0.7209737827715356,0.7203316126136238,0.44122645617090606
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,ibk,noSampling,bestFirst,2.0,3.0,369.0,18.0,0.925249169435216,0.9464285714285714,0.5834677419354839,0.1424999999999995
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,ibk,noSampling,bestFirst,12.0,0.0,199.0,4.0,0.9817619429487914,0.9813953488372092,0.9987437185929648,0.847409510290986
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,ibk,noSampling,bestFirst,0.0,16.0,397.0,9.0,0.9569782644222912,0.9407582938388626,0.18011837503362926,-0.028064704735919314
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,ibk,noSampling,bestFirst,0.0,9.0,415.0,15.0,0.9321396408327595,0.9453302961275627,0.8056603773584906,-0.02630040911747415
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,ibk,noSampling,bestFirst,2.0,3.0,199.0,275.0,0.4083630629916405,0.4196242171189979,0.41836151124137677,-0.006454636152008962
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,ibk,noSampling,bestFirst,249.0,126.0,79.0,38.0,0.6686723646723647,0.6666666666666666,0.6264808362369338,0.2694877505567928
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,ibk,noSampling,bestFirst,239.0,120.0,146.0,29.0,0.7496963058015921,0.7209737827715356,0.7203316126136238,0.44122645617090606
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,randomForest,oversampling,bestFirst,2.0,3.0,369.0,18.0,0.925249169435216,0.9464285714285714,0.6044354838709678,0.1424999999999995
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,randomForest,oversampling,bestFirst,16.0,72.0,127.0,0.0,0.9391120507399577,0.6651162790697674,0.9940326633165829,0.20794105607859184
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,randomForest,oversampling,bestFirst,0.0,211.0,202.0,9.0,0.9369286404168818,0.4786729857819905,0.14231907452246434,-0.042654028436018954
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,randomForest,oversampling,bestFirst,6.0,18.0,406.0,9.0,0.9534278343442105,0.9384965831435079,0.775864779874214,0.27730016462410756
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,randomForest,oversampling,bestFirst,8.0,25.0,177.0,269.0,0.3075520551858588,0.3862212943632568,0.3879742441282106,-0.08154644875890876
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,randomForest,oversampling,bestFirst,254.0,142.0,63.0,33.0,0.6475957491582492,0.6443089430894309,0.6285119401716666,0.2081447963800905
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,randomForest,oversampling,bestFirst,268.0,266.0,0.0,0.0,NaN,0.50187265917603,0.7208576478509706,0.0
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,naiveBayes,oversampling,bestFirst,2.0,3.0,369.0,18.0,0.925249169435216,0.9464285714285714,0.6073924731182796,0.1424999999999995
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,naiveBayes,oversampling,bestFirst,16.0,2.0,197.0,0.0,0.9917312661498708,0.9906976744186047,0.9943467336683417,0.9361449361449363
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,naiveBayes,oversampling,bestFirst,0.0,18.0,395.0,9.0,0.9568708648115996,0.9360189573459715,0.15873015873015875,-0.029268292682927674
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,naiveBayes,oversampling,bestFirst,14.0,273.0,151.0,1.0,0.9611440401659742,0.37585421412300685,0.8762578616352202,0.029701213216313867
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,naiveBayes,oversampling,bestFirst,8.0,25.0,177.0,269.0,0.3075520551858588,0.3862212943632568,0.39376988240340277,-0.08154644875890876
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,naiveBayes,oversampling,bestFirst,283.0,195.0,10.0,4.0,0.6429816696553099,0.5955284552845529,0.5562930228605422,0.04019292604501623
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,naiveBayes,oversampling,bestFirst,262.0,244.0,22.0,6.0,0.6512486861778509,0.5318352059925093,0.7139560655369767,0.0605207600281492
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,ibk,oversampling,bestFirst,2.0,3.0,369.0,18.0,0.925249169435216,0.9464285714285714,0.6073924731182796,0.1424999999999995
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,ibk,oversampling,bestFirst,16.0,2.0,197.0,0.0,0.9917312661498708,0.9906976744186047,0.9943467336683417,0.9361449361449363
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,ibk,oversampling,bestFirst,0.0,18.0,395.0,9.0,0.9568708648115996,0.9360189573459715,0.15873015873015875,-0.029268292682927674
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,ibk,oversampling,bestFirst,8.0,177.0,247.0,7.0,0.940691592889681,0.5808656036446469,0.6613993710691825,0.017920972644376757
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,ibk,oversampling,bestFirst,8.0,25.0,177.0,269.0,0.3075520551858588,0.3862212943632568,0.3941183829574293,-0.08154644875890876
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,ibk,oversampling,bestFirst,254.0,142.0,63.0,33.0,0.6475957491582492,0.6443089430894309,0.6316393303305856,0.2081447963800905
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,ibk,oversampling,bestFirst,268.0,266.0,0.0,0.0,NaN,0.50187265917603,0.7208716754573,0.0
Bookkeeper,1,5.110274255275726,2.631578966975212,5.102040991187096,randomForest,undersampling,bestFirst,2.0,3.0,369.0,18.0,0.925249169435216,0.9464285714285714,0.5512096774193549,0.1424999999999995
Bookkeeper,2,15.653577446937561,4.295532777905464,7.4418604373931885,randomForest,undersampling,bestFirst,16.0,2.0,197.0,0.0,0.9917312661498708,0.9906976744186047,0.9943467336683417,0.9361449361449363
Bookkeeper,3,21.436256170272827,5.144290998578072,2.132701501250267,randomForest,undersampling,bestFirst,0.0,18.0,395.0,9.0,0.9568708648115996,0.9360189573459715,0.4581651869787463,-0.029268292682927674
Bookkeeper,4,32.78644382953644,4.101722687482834,3.4168563783168793,randomForest,undersampling,bestFirst,15.0,388.0,36.0,0.0,0.9671032178931364,0.11617312072892938,0.7886792452830189,0.0063006090588756825
Bookkeeper,5,44.59386765956879,3.9203859865665436,57.82880783081055,randomForest,undersampling,bestFirst,248.0,181.0,21.0,29.0,0.5114207434875493,0.5615866388308977,0.46157557994066556,-8.158554542923405E-4
Bookkeeper,6,57.47714042663574,16.003744304180145,58.33333134651184,randomForest,undersampling,bestFirst,261.0,151.0,54.0,26.0,0.6507888349514563,0.6402439024390244,0.5953599048185604,0.18931297709923667
Bookkeeper,7,70.71005702018738,23.925447463989258,50.18726587295532,randomForest,undersampling,bestFirst,268.0,266.0,0.0,0.0,NaN,0.50187265917603,0.6145704746941981,0.0
